WORD	POS	CHUNK	LI	CLASS	FOCUS
find	VB	I-VP	O	I-hotel	O
cheap	JJ	B-NP	O	I-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
0	0	I-NP	O	B-hotel	O
motel	NN	I-NP	B-IH	I-hotel	B-FOCUS
or	CC	I-NP	O	I-hotel	O
hostel	NN	I-NP	B-IH	B-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
San	NNP	B-NP	B-IM_LocCity	I-hotel	O
Jose	NNP	I-NP	I-IM_LocCity	I-hotel	O
California	NNP	I-NP	B-IM_LocCountry	I-hotel	O
?	.	O	O	I-hotel	O

Looking	VBG	B-VP	O	B-hotel	O
for	IN	B-PP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
nice	JJ	I-NP	O	I-hotel	O
place	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	I-IH	I-hotel	O
sleep	VB	I-VP	I-IH	I-hotel	O
for	IN	B-PP	O	I-hotel	O
one	CD	B-NP	O	I-hotel	O
night	NN	I-NP	O	I-hotel	O
in	IN	B-PP	O	I-hotel	O
Germany	NNP	B-NP	B-IM_LocCountry	I-hotel	O
0	0	O	O	I-hotel	O
near	IN	B-PP	O	I-hotel	O
berlin	NN	B-NP	B-IM_LocCity	I-hotel	O
?	.	O	O	I-hotel	O

What	WP	B-NP	O	B-poi	O
are	VBP	B-VP	O	I-poi	O
some	DT	B-NP	O	I-poi	O
must	MD	B-VP	B-IH	I-poi	O
visit	VB	I-VP	I-IH	I-poi	O
places	NNS	B-NP	I-IH	I-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
korea	NN	B-NP	B-IM_LocCountry	I-poi	O
?	.	O	O	I-poi	O

What	WP	B-NP	O	B-food	O
is	VBZ	B-VP	O	I-food	O
a	DT	B-NP	O	I-food	O
good	JJ	I-NP	O	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Milwaukee	NNP	B-NP	B-IM_LocCity	I-food	O
that	WDT	B-NP	O	I-food	O
is	VBZ	B-VP	O	I-food	O
n't	RB	O	O	I-food	O
too	RB	B-ADJP	O	I-food	O
expensive	JJ	I-ADJP	O	I-food	O
?	.	O	O	I-food	O

Restaurants	NNS	B-NP	B-IH	B-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Dallas	NNP	B-NP	B-IM_LocCity	I-food	O
0	0	O	O	I-food	O
Texas	NNP	B-NP	B-IM_LocCountry	I-food	O
and	CC	O	O	B-cinema	O
nearby	JJ	B-NP	O	I-cinema	O
cinemas	NNS	I-NP	B-IH	I-cinema	B-FOCUS
?	.	O	O	I-cinema	O

What	WP	B-NP	O	B-food	O
is	VBZ	B-VP	O	I-food	O
the	DT	B-NP	O	I-food	O
best	JJS	I-NP	O	I-food	O
sushi	NN	I-NP	B-IM_type	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
New	NNP	B-NP	B-IM_LocCountry	I-food	O
Jersey	NNP	I-NP	I-IM_LocCountry	I-food	O
and	CC	O	O	I-food	O
where	WRB	B-ADVP	O	B-poi	O
is	VBZ	B-VP	O	I-poi	O
an	DT	B-NP	O	I-poi	O
interesting	JJ	I-NP	O	I-poi	O
place	NN	I-NP	B-IH	I-poi	B-FOCUS
not	RB	B-ADVP	O	I-poi	O
too	RB	I-ADVP	O	I-poi	O
far	RB	I-ADVP	O	I-poi	O
?	.	O	O	I-poi	O

What	WP	B-NP	O	B-food	O
is	VBZ	B-VP	O	I-food	O
an	DT	B-NP	O	I-food	O
original	JJ	I-NP	O	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
idea	NN	I-NP	O	I-food	O
if	IN	B-SBAR	O	I-food	O
i	PRP	B-NP	O	I-food	O
am	VBP	B-VP	O	I-food	O
in	IN	B-PP	O	I-food	O
venice	NN	B-NP	B-IM_LocCity	I-food	O
?	.	O	O	I-food	O

Where	WRB	B-ADVP	O	B-hotel	O
is	VBZ	B-VP	O	I-hotel	O
an	DT	B-NP	O	I-hotel	O
affordable	JJ	I-NP	O	I-hotel	O
hostel	NN	I-NP	B-IH	I-hotel	B-FOCUS
close	NN	I-NP	O	I-hotel	O
to	TO	B-PP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
town	NN	I-NP	B-IM_LocArea	I-hotel	O
center	NN	I-NP	I-IM_LocArea	I-hotel	O
in	IN	B-PP	O	I-hotel	O
Orlando	NNP	B-NP	B-IM_LocCity	I-hotel	O
0	0	O	O	I-hotel	O
Florida	NNP	B-NP	B-IM_LocCountry	I-hotel	O

What	WP	B-NP	O	B-event	O
are	VBP	B-VP	O	I-event	O
some	DT	B-NP	O	I-event	O
interesting	JJ	I-NP	O	I-event	O
activities	NNS	I-NP	B-IH	I-event	B-FOCUS
to	TO	B-VP	I-IH	I-event	O
do	VB	I-VP	I-IH	I-event	O
in	IN	B-PP	O	I-event	O
Puerto	NNP	B-NP	B-IM_LocCity	I-event	O
Rico	NNP	I-NP	I-IM_LocCity	I-event	O
this	DT	B-NP	B-IM_date	I-event	O
week	NN	I-NP	I-IM_date	I-event	O
?	.	O	O	I-event	O

any	DT	B-NP	O	B-hotel	O
good	JJ	I-NP	O	I-hotel	O
accomodation	NN	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Malta	NNP	B-NP	B-IM_LocCountry	I-hotel	O
(	-LRB-	I-NP	O	I-hotel	O
Mid	NNP	I-NP	B-IM_date	I-hotel	O
February	NNP	I-NP	I-IM_date	I-hotel	O
2012	CD	I-NP	I-IM_date	I-hotel	O
)	-RRB-	I-NP	O	I-hotel	O
?	.	O	O	I-hotel	O

Washington	NNP	B-NP	B-IM_LocCity	B-hotel	O
DC	NNP	I-NP	I-IM_LocCity	I-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
with	IN	B-PP	O	I-hotel	O
fireplace	NN	B-NP	B-IM_service	I-hotel	O
in	IN	B-PP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
room	NN	I-NP	O	I-hotel	O
?	.	O	O	I-hotel	O

best	JJS	B-NP	O	B-event	O
``	O	I-NP	O	I-event	O
TO-DO's	JJ	I-NP	B-IH	I-event	B-FOCUS
''	O	I-NP	O	I-event	O
in	IN	B-PP	O	I-event	O
New	NNP	B-NP	B-IM_LocCity	I-event	O
Orleans	NNP	I-NP	I-IM_LocCity	I-event	O
?	.	O	O	I-event	O

italian	VBN	B-NP	B-IM_type	B-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
manhattan	NN	B-NP	B-IM_LocRegion	I-food	O
and	CC	O	O	B-movie	O
sci-fi	JJ	B-NP	B-IM_MovGenre	I-movie	O
movie	NN	I-NP	B-IH	I-movie	B-FOCUS
with	IN	B-PP	O	I-movie	O
tom	NN	B-NP	B-IM_PerActor	I-movie	O
hanks	NNS	I-NP	I-IM_PerActor	I-movie	O
to	TO	B-VP	O	I-movie	O
see	VB	I-VP	O	I-movie	O
tonight	RB	B-ADVP	B-IM_date	I-movie	O
at	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinema	NN	I-NP	B-IH	I-movie	O

What	WP	B-NP	O	B-movie	O
is	VBZ	B-VP	O	I-movie	O
a	DT	B-NP	O	I-movie	O
good	JJ	I-NP	O	I-movie	O
horror	NN	I-NP	B-IM_MovGenre	I-movie	O
or	CC	O	O	I-movie	O
romantic	JJ	B-NP	B-IM_MovGenre	I-movie	O
film	NN	I-NP	B-IH	I-movie	B-FOCUS
with	IN	B-PP	O	I-movie	O
hugh	JJ	B-NP	B-IM_PerActor	I-movie	O
grant	NN	I-NP	I-IM_PerActor	I-movie	O
that	WDT	B-NP	O	I-movie	O
is	VBZ	B-VP	O	I-movie	O
out	RB	B-ADVP	O	I-movie	O
in	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinema	NN	I-NP	B-IH	I-movie	O
right	RB	B-ADVP	B-IM_date	I-movie	O
now	RB	I-ADVP	I-IM_date	I-movie	O
?	.	O	O	I-movie	O

Best	JJS	B-NP	O	B-hotel	O
place	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	I-IH	I-hotel	O
stay	VB	I-VP	I-IH	I-hotel	O
in	IN	B-PP	O	I-hotel	O
Hollywood	NNP	B-NP	B-IM_LocRegion	I-hotel	O
and	CC	I-NP	O	B-food	O
best	JJS	I-NP	O	I-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
with	IN	B-PP	O	I-food	O
chinese	JJ	B-NP	B-IM_type	I-food	O
food	NN	I-NP	I-IM_type	I-food	O
?	.	O	O	I-food	O

any	DT	B-NP	O	B-movie	O
suggestions	NNS	I-NP	O	I-movie	B-FOCUS
for	IN	B-PP	O	I-movie	O
a	DT	B-NP	O	I-movie	O
thriller	NN	I-NP	B-IM_MovGenre	I-movie	O
movie	NN	I-NP	B-IH	I-movie	O
I	PRP	B-NP	O	I-movie	O
could	MD	B-VP	O	I-movie	O
watch	VB	I-VP	O	I-movie	O
with	IN	B-PP	O	I-movie	O
my	PRP$	B-NP	O	I-movie	O
friends	NNS	I-NP	O	I-movie	O
tonight	RB	B-ADVP	B-IM_date	I-movie	O
in	IN	B-PP	O	I-movie	O
eindhoven	NN	B-NP	B-IM_LocCity	I-movie	O
in	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
town	NN	I-NP	B-IM_LocArea	I-movie	O
center	NN	I-NP	I-IM_LocArea	I-movie	O
?	.	O	O	I-movie	O

What	WP	B-NP	O	B-movie	O
Horror	NNP	I-NP	B-IM_MovGenre	I-movie	O
or	CC	O	O	I-movie	O
thriller	NN	B-NP	B-IM_MovGenre	I-movie	O
films	NNS	I-NP	B-IH	I-movie	B-FOCUS
made	VBN	B-VP	O	I-movie	O
by	IN	B-PP	O	I-movie	O
quentin	NN	B-NP	B-IM_PerDirector	I-movie	O
tarantino	NN	I-NP	I-IM_PerDirector	I-movie	O
are	VBP	B-VP	O	I-movie	O
out	RB	B-ADVP	O	I-movie	O
now	RB	I-ADVP	B-IM_date	I-movie	O
in	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinema	NN	I-NP	B-IH	I-movie	O
of	IN	B-PP	O	I-movie	O
Rotterdam	NNP	B-NP	B-IM_LocCity	I-movie	O
?	.	O	O	I-movie	O

suggest	VB	B-VP	O	B-movie	O
any	DT	B-NP	O	I-movie	O
good	JJ	I-NP	O	I-movie	O
movies	NNS	I-NP	B-IH	I-movie	B-FOCUS
by	IN	B-PP	O	I-movie	O
george	NN	B-NP	B-IM_PerDirector	I-movie	O
lucas	NN	I-NP	I-IM_PerDirector	I-movie	O
that	WDT	B-NP	O	I-movie	O
are	VBP	B-VP	O	I-movie	O
out	RB	B-ADVP	O	I-movie	O
in	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinema	NN	I-NP	B-IH	I-movie	O
at	IN	B-PP	B-IM_date	I-movie	O
the	DT	B-NP	I-IM_date	I-movie	O
moment	NN	I-NP	I-IM_date	I-movie	O
?	.	O	O	I-movie	O

What	WP	B-NP	O	B-movie	O
's	VBZ	B-VP	O	I-movie	O
a	DT	B-NP	O	I-movie	O
good	JJ	I-NP	O	I-movie	O
movie	NN	I-NP	B-IH	I-movie	B-FOCUS
with	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
actor	NN	I-NP	O	I-movie	O
mel	NN	I-NP	B-IM_PerActor	I-movie	O
gibson	NN	I-NP	I-IM_PerActor	I-movie	O
I	PRP	B-NP	O	I-movie	O
can	MD	B-VP	O	I-movie	O
see	VB	I-VP	O	I-movie	O
at	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinema	NN	I-NP	B-IH	I-movie	O
this	DT	B-NP	B-IM_date	I-movie	O
weekend	NN	I-NP	I-IM_date	I-movie	O
in	IN	B-PP	O	I-movie	O
Madrid	NNP	B-NP	B-IM_LocCity	I-movie	O
?	.	O	O	I-movie	O

What	WP	B-NP	O	B-event	O
are	VBP	B-VP	O	I-event	O
some	DT	B-NP	O	I-event	O
concerts	NNS	I-NP	B-IH	I-event	B-FOCUS
in	IN	B-PP	O	I-event	O
Tampere	NNP	B-NP	B-IM_LocCity	I-event	O
this	DT	B-NP	B-IM_date	I-event	O
sept	JJ	I-NP	I-IM_date	I-event	O
27	CD	I-NP	I-IM_date	I-event	O
?	.	O	O	I-event	O

Great	JJ	B-NP	O	B-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Omaha	NNP	B-NP	B-IM_LocCity	I-food	O
0	0	O	O	I-food	O
NE	NNP	B-NP	B-IM_LocCountry	I-food	O
?	.	O	O	I-food	O

hotels	NNS	B-NP	B-IH	B-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
italy	RB	B-NP	B-IM_LocCountry	I-hotel	O
with	IN	B-PP	O	I-hotel	O
spa	NN	B-NP	B-IM_service	I-hotel	O
facilities	NNS	I-NP	I-IM_service	I-hotel	O
and	CC	I-NP	O	B-event	O
closest	JJS	I-NP	O	I-event	O
events	NNS	I-NP	B-IH	I-event	B-FOCUS
this	DT	B-NP	B-IM_date	I-event	O
month	NN	I-NP	I-IM_date	I-event	O

recommend	VB	B-VP	O	B-hotel	O
me	PRP	B-NP	O	I-hotel	O
an	DT	B-NP	O	I-hotel	O
affordable	JJ	I-NP	O	I-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Torquay	NNP	B-NP	B-IM_LocCountry	I-hotel	O
for	IN	I-NP	O	I-hotel	O
may	MD	B-VP	B-IM_date	I-hotel	O
2012	VB	I-VP	I-IM_date	I-hotel	O
?	.	O	O	I-hotel	O

Must	MD	O	B-IH	B-poi	O
see	VB	B-NP	I-IH	I-poi	O
places	NNS	I-NP	I-IH	I-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
Stuttgart	NNP	B-NP	B-IM_LocCity	I-poi	O
and	CC	O	O	B-hotel	O
cheap	JJ	B-NP	O	I-hotel	O
accomodations	NNS	I-NP	B-IH	I-hotel	B-FOCUS
?	.	O	O	I-hotel	O

Where	WRB	B-ADVP	O	B-hotel	O
are	VBP	B-VP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
cheapest	JJS	I-NP	O	I-hotel	O
places	NNS	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	I-IH	I-hotel	O
stay	VB	I-VP	I-IH	I-hotel	O
in	IN	B-PP	O	I-hotel	O
long	JJ	B-NP	B-IM_LocRegion	I-hotel	O
island	NN	I-NP	I-IM_LocRegion	I-hotel	O
?	.	O	O	I-hotel	O

best	JJS	B-NP	O	B-poi	O
locations	NNS	I-NP	B-IH	I-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
cadiz	JJ	B-NP	B-IM_LocCity	I-poi	O
and	CC	I-NP	O	B-food	O
cheap	JJ	I-NP	O	I-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
?	.	O	O	I-food	O

Places	NNS	B-NP	B-IH	B-hotel	B-FOCUS
for	IN	B-PP	I-IH	I-hotel	O
rest	NN	B-NP	I-IH	I-hotel	O
in	IN	B-PP	O	I-hotel	O
Mexico	NNP	B-NP	B-IM_LocCountry	I-hotel	O
and	CC	O	O	B-food	O
close-by	RB	B-ADVP	O	I-food	O
fast	JJ	B-NP	B-IH	I-food	B-FOCUS
foods	NNS	I-NP	I-IH	I-food	I-FOCUS
?	.	O	O	I-food	O

homestay	NN	B-NP	B-IH	B-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
japan	NN	B-NP	B-IM_LocCountry	I-hotel	O
in	IN	B-PP	O	I-hotel	O
september	NN	B-NP	B-IM_date	I-hotel	O
and	CC	I-NP	O	B-poi	O
points	NNS	I-NP	B-IH	I-poi	B-FOCUS
of	IN	B-PP	I-IH	I-poi	I-FOCUS
interest	NN	B-NP	I-IH	I-poi	I-FOCUS
in	IN	B-PP	O	I-poi	O
tokyo	NN	B-NP	B-IM_LocCity	I-poi	O

Can	MD	O	O	B-food	O
you	PRP	B-NP	O	I-food	O
recommend	VB	B-VP	O	I-food	O
a	DT	B-NP	O	I-food	O
decent	JJ	I-NP	O	I-food	O
place	NN	I-NP	B-IH	I-food	B-FOCUS
for	IN	B-PP	I-IH	I-food	O
brunch	NN	B-NP	I-IH	I-food	O
near	IN	B-PP	O	I-food	O
Times	NNP	B-NP	B-IM_LocAddress	I-food	O
Square	NNP	I-NP	I-IM_LocAddress	I-food	O
or	CC	O	O	I-food	O
Hell	NNP	B-NP	B-IM_LocRegion	I-food	O
's	POS	B-NP	I-IM_LocRegion	I-food	O
Kitchen	NN	I-NP	I-IM_LocRegion	I-food	O
?	.	O	O	I-food	O

recommend	VB	B-VP	O	B-transport	O
me	PRP	B-NP	O	I-transport	O
a	DT	B-NP	O	I-transport	O
car	NN	I-NP	B-IH	I-transport	O
rental	NN	I-NP	I-IH	I-transport	O
company	NN	I-NP	I-IH	I-transport	B-FOCUS
close	RB	B-ADVP	O	I-transport	O
to	TO	B-PP	O	I-transport	O
a	DT	B-NP	O	I-transport	O
cheap	JJ	I-NP	O	I-transport	O
hostel	NN	I-NP	B-IH	I-transport	O
in	IN	B-PP	O	I-transport	O
philadelphia	NN	B-NP	B-IM_LocCity	I-transport	O

train	NN	B-NP	B-IH	B-transport	B-FOCUS
from	IN	B-PP	O	I-transport	O
madrid	JJ	B-VP	B-IM_LocCity	I-transport	O
to	TO	I-VP	O	I-transport	O
barcelona	VB	I-VP	B-IM_LocCity	I-transport	O
and	CC	O	O	B-hotel	O
closest	JJS	B-VP	O	I-hotel	O
hostel	NN	B-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-PP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
railway	NN	I-NP	B-IH	I-hotel	O
station	NN	I-NP	B-IH	I-hotel	O
.	.	O	O	I-hotel	O

Is	VBZ	O	O	B-poi	O
there	EX	B-NP	O	I-poi	O
any	DT	B-NP	O	I-poi	O
attraction	NN	I-NP	B-IH	I-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
Portland	NNP	B-NP	B-IM_LocCity	I-poi	O
0	0	O	O	I-poi	O
Oregon	NNP	B-NP	B-IM_LocCountry	I-poi	O
?	.	O	O	I-poi	O

What	WP	B-NP	O	B-poi	O
are	VBP	B-VP	O	I-poi	O
cadiz	NNP	B-NP	B-IM_LocCity	I-poi	O
's	POS	B-NP	O	I-poi	O
free	JJ	I-NP	O	I-poi	O
point	NN	I-NP	B-IH	I-poi	B-FOCUS
of	IN	B-PP	I-IH	I-poi	I-FOCUS
interest	NN	B-NP	I-IH	I-poi	I-FOCUS
?	.	O	O	I-poi	O

interesting	JJ	B-NP	O	B-poi	O
spots	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
visit	VB	I-VP	I-IH	I-poi	O
and	CC	O	O	B-hotel	O
places	NNS	B-VP	B-IH	I-hotel	B-FOCUS
to	TO	I-VP	I-IH	I-hotel	O
sleep	VB	I-VP	I-IH	I-hotel	O
between	IN	B-PP	O	I-hotel	O
Detroit	NNP	B-NP	B-IM_LocCity	I-hotel	O
0	0	I-NP	O	I-hotel	O
MI	NNP	I-NP	B-IM_LocCountry	I-hotel	O
and	CC	I-NP	O	I-hotel	O
Houston	NNP	I-NP	B-IM_LocCity	I-hotel	O
0	0	O	O	I-hotel	O
TX	NNP	B-NP	B-IM_LocCountry	I-hotel	O
?	.	O	O	I-hotel	O

club	NN	B-NP	B-IH	B-fun	O
spots	NNS	I-NP	I-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
philadelphia	NN	B-NP	B-IM_LocCity	I-fun	O
0	0	O	O	I-fun	O
PA	NNP	B-NP	B-IM_LocCountry	I-fun	O
and	CC	O	O	B-hotel	O
closest	JJS	B-NP	O	I-hotel	O
hostels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
?	.	O	O	I-hotel	O

best	JJS	B-NP	O	B-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
with	IN	B-PP	O	I-hotel	O
wifi	NN	B-NP	B-IM_service	I-hotel	O
and	CC	I-NP	O	I-hotel	O
spa	NN	I-NP	B-IM_service	I-hotel	O
facilities	NNS	I-NP	I-IM_service	I-hotel	O
in	IN	B-PP	O	I-hotel	O
pavia	NN	B-NP	B-IM_LocCity	I-hotel	O

Things	NNS	B-NP	B-IH	B-event	B-FOCUS
to	TO	B-VP	I-IH	I-event	O
do	VB	I-VP	I-IH	I-event	O
and	CC	O	O	B-poi	O
places	NNS	B-VP	B-IH	I-poi	B-FOCUS
to	TO	I-VP	I-IH	I-poi	O
go	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
South	NNP	B-NP	B-IM_LocRegion	I-poi	O
Beach	NNP	I-NP	I-IM_LocRegion	I-poi	O
Miami	NNP	I-NP	B-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

Where	WRB	B-NP	O	B-hotel	O
's	VBZ	B-VP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
good	JJ	I-NP	O	I-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	O	I-hotel	O
stay	VB	I-VP	O	I-hotel	O
in	IN	B-PP	O	I-hotel	O
LA	NNP	B-NP	B-IM_LocCity	I-hotel	O
or	CC	I-NP	O	I-hotel	O
SF	NNP	I-NP	B-IM_LocCity	I-hotel	O
area	NN	I-NP	O	I-hotel	O
?	.	O	O	I-hotel	O

What	WP	B-NP	O	B-movie	O
comic	JJ	I-NP	B-IM_MovGenre	I-movie	O
film	NN	I-NP	B-IH	I-movie	B-FOCUS
with	IN	B-PP	O	I-movie	O
john	NN	B-NP	B-IM_PerActor	I-movie	O
travolta	NN	I-NP	I-IM_PerActor	I-movie	O
can	MD	B-VP	O	I-movie	O
i	FW	I-VP	O	I-movie	O
go	VB	I-VP	O	I-movie	O
and	CC	I-VP	O	I-movie	O
see	VB	I-VP	O	I-movie	O
at	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinema	NN	I-NP	B-IH	I-movie	O
tomorrow	NN	I-NP	B-IM_date	I-movie	O
evening	NN	I-NP	I-IM_date	I-movie	O
in	IN	B-PP	O	I-movie	O
houston	NN	B-NP	B-IM_LocCity	I-movie	O
?	.	O	O	I-movie	O

Great	NNP	B-NP	O	B-food	O
dining	VBG	I-NP	B-IH	I-food	O
spots	NNS	I-NP	I-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Santa	NNP	B-NP	B-IM_LocRegion	I-food	O
Cruz	NNP	I-NP	I-IM_LocRegion	I-food	O
County	NNP	I-NP	I-IM_LocRegion	I-food	O
California	NNP	I-NP	B-IM_LocCountry	I-food	O
?	.	O	O	I-food	O

Where	WRB	B-ADVP	O	B-food	O
are	VBP	B-VP	O	I-food	O
the	DT	B-NP	O	I-food	O
best	JJS	I-NP	O	I-food	O
spots	NNS	I-NP	B-IH	I-food	B-FOCUS
to	TO	B-VP	I-IH	I-food	O
dine	VB	I-VP	I-IH	I-food	O
near	IN	B-PP	O	I-food	O
Time	NNP	B-NP	B-IM_LocAddress	I-food	O
Square	NNP	I-NP	I-IM_LocAddress	I-food	O
NYC	NNP	I-NP	B-IM_LocCity	I-food	O
?	.	O	O	I-food	O

Free	RB	B-NP	O	B-poi	O
interesting	JJ	I-NP	O	I-poi	O
places	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
central	JJ	B-NP	B-IM_LocArea	I-poi	O
London	NNP	I-NP	B-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

What	WP	B-NP	O	B-movie	O
movies	NNS	I-NP	B-IH	I-movie	B-FOCUS
made	VBN	B-VP	O	I-movie	O
by	IN	B-PP	O	I-movie	O
carpenter	NN	B-NP	B-IM_PerDirector	I-movie	O
at	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinema	NN	I-NP	B-IH	I-movie	O
today	NN	I-NP	B-IM_date	I-movie	O
?	.	O	O	I-movie	O

cinema	NN	B-NP	B-IH	B-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
leeds	NN	B-NP	B-IM_LocCity	I-cinema	O
showing	VBG	B-VP	O	I-cinema	O
Nightmare	NNP	B-NP	B-IM_MovTitle	I-cinema	O
before	IN	B-PP	I-IM_MovTitle	I-cinema	O
Christmas	NNP	B-NP	I-IM_MovTitle	I-cinema	O

Nice	JJ	B-NP	O	B-food	O
places	NNS	I-NP	B-IH	I-food	B-FOCUS
for	IN	B-PP	I-IH	I-food	O
Brunch	NNP	B-NP	I-IH	I-food	O
in	IN	B-PP	O	I-food	O
Belfast	NNP	B-NP	B-IM_LocCity	I-food	O
?	.	O	O	I-food	O

What	WP	B-NP	O	B-movie	O
films	NNS	I-NP	B-IH	I-movie	B-FOCUS
are	VBP	B-VP	O	I-movie	O
out	RB	B-ADVP	O	I-movie	O
in	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinema	NN	I-NP	B-IH	I-movie	O
and	CC	O	O	I-movie	O
worth	JJ	B-NP	O	I-movie	O
watching	VBG	I-NP	O	I-movie	O
at	IN	B-PP	B-IM_date	I-movie	O
the	DT	B-NP	I-IM_date	I-movie	O
moment	NN	I-NP	I-IM_date	I-movie	O
in	IN	B-PP	O	I-movie	O
seville	JJ	B-NP	B-IM_LocCity	I-movie	O
?	.	O	O	I-movie	O

find	VB	B-VP	O	B-cinema	O
me	PRP	B-NP	O	I-cinema	O
a	DT	B-NP	O	I-cinema	O
cinema	NN	I-NP	B-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
Athens	NNP	B-NP	B-IM_LocCity	I-cinema	O
that	WDT	B-NP	O	I-cinema	O
shows	VBZ	B-VP	O	I-cinema	O
How	WRB	B-ADVP	B-IM_MovTitle	I-cinema	O
To	TO	B-VP	I-IM_MovTitle	I-cinema	O
Train	VB	I-VP	I-IM_MovTitle	I-cinema	O
Your	PRP$	B-NP	I-IM_MovTitle	I-cinema	O
Dragon	NNP	I-NP	I-IM_MovTitle	I-cinema	O
in	IN	B-PP	O	I-cinema	O
3D	NNP	B-NP	B-IM_service	I-cinema	O
tomorrow	NN	B-NP	B-IM_date	I-cinema	O
?	.	O	O	I-cinema	O

What	WP	B-NP	O	B-movie	O
is	VBZ	B-VP	O	I-movie	O
a	DT	B-NP	O	I-movie	O
good	JJ	I-NP	O	I-movie	O
fantasy	NN	I-NP	B-IM_MovGenre	I-movie	O
film	NN	I-NP	B-IH	I-movie	B-FOCUS
to	TO	B-VP	O	I-movie	O
watch	VB	I-VP	O	I-movie	O
at	IN	B-PP	O	I-movie	O
the	DT	B-NP	O	I-movie	O
cinema	NN	I-NP	B-IH	I-movie	O
this	DT	B-NP	B-IM_date	I-movie	O
month	NN	I-NP	I-IM_date	I-movie	O
?	.	O	O	I-movie	O

clubs	NNS	B-NP	B-IH	B-fun	B-FOCUS
or	CC	I-NP	O	B-food	O
lounges	NNS	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Toronto	NNP	B-NP	B-IM_LocCity	I-food	O
open	JJ	I-NP	O	I-food	O
this	DT	B-NP	B-IM_date	I-food	O
